"","news_title","news_date","news_press","news_url","news_content"
"163","‘집단 슬럼프’ 벗어난 kt, 두산 잡고 2.5게임 차 단독 1위"," 2021.10.14. ","문화일보","https://sports.news.naver.com/news.nhn?oid=021&aid=0002488765","kt 소형준[연합뉴스 자료사진]‘14안타·13득점’ LG, 롯데 대파하고 2위 복귀‘멩덴 6이닝 무실점’ KIA, 삼성 꺾고 2연패 탈출NC, 키움 조상우 무너뜨리고 ‘가을야구’ 실낱 희망최근 주춤거리던 kt wiz가 껄끄러운 두산 베어스를 물리치고 가라앉았던 팀 분위기를 추슬렀다.kt는 14일 서울 잠실구장에서 열린 2021 신한은행 SOL KBO리그 두산과 방문경기에서 선발 소형준의 호투 속에 6-2로 승리했다.전날 2연패를 당해 2위 팀에 1.5게임 차로 쫓겼던 kt는 다시 승차를 2.5게임 차로 벌리며 선두 질주를 이어갔다.kt는 집단 슬럼프에 빠졌던 팀 타선이 살아나는 기미를 보여 반가운 경기였다.kt는 0-0인 2회초 2사 후 유한준과 배정대의 연속 안타에 이어 8번 타자 오윤석이 2타점 2루타를 날려 2-0으로 앞섰다.두산은 3회말 무사 1, 3루에서 박건우의 희생플라이로 1점을 만회한 뒤 김재환의 볼넷에 이어 김인태가 좌전안타를 때려 2-2 동점을 만들었다.그러나 kt는 4회초 다시 유한준과 배정대가 연속 안타로 득점 기회를 만들자 9번 심우준이 우전안타를 날려 다시 3-2로 리드했다.6회초에는 배정대의 3루타와 심우준의 적시타로 1점을 보탠 kt는 7회초에도 2점을 추가, 6-2로 달아나며 승기를 잡았다.소형준은 6회까지 7안타와 2볼넷을 허용했으나 2점만 내주고 효율적으로 막아 승리투수가 됐다.광주에서는 KIA 타이거즈가 대니얼 멩덴과 최형우의 투타 활약에 힘입어 삼성 라이온즈를 5-2로 제압했다.KIA는 3회말 최원준이 중전안타, 유민상은 볼넷을 고른 뒤 최형우가 우중간을 가르는 2타점 2루타를 날려 초반 기선을 잡았다.5회말에는 선두타자로 나선 최형우가 다시 2루타를 쳤고 폭투에 이어 프레스턴 터커가 몸 맞는 공으로 나간 뒤 류지혁이 우전 적시타를 날려 3-0으로 앞섰다.계속해 최정용의 보내기 번트로 1사 2, 3루를 만든 KIA는 김민식이 중전안타로 주자 2명을 불러들여 5-0으로 달아나며 승기를 잡았다.7회까지 단 1안타에 그치던 삼성은 8회초 2사 1, 3루에서 구자욱의 우전안타와 상대 실책으로 2점을 만회했으나 더는 쫓아가지 못했다.KIA 멩덴은 6이닝 동안 삼진 5개를 뽑으며 1안타 2볼넷만 허용하고 무실점으로 막아 시즌 6승(3패)째를 거뒀다.원태인은 4⅓이닝 동안 9안타를 맞고 5실점 한 뒤 강판당했다.LG 트윈스는 부산 방문경기에서 롯데 자이언츠를 13-3으로 대파하고 2위에 복귀했다.LG는 1회초 선두타자 홍창기가 볼넷을 고른 뒤 2루 도루에 성공하자 김현수가 중전 적시타로 불러들여 가볍게 선취점을 뽑았다.2회에는 이영빈이 볼넷, 문성주는 내야안타로 살아나간 뒤 유강남이 2타점 2루타를 날려 3-0으로 앞섰다.6회에는 다시 1사 1, 2루의 기회를 잡은 LG는 홍창기의 2루타에 이어 김현수가 2타점 우전안타를 날려 6-0으로 달아났다.2사 후에는 채은성이 좌월 2점 홈런을 쏘아 올려 8-0으로 점수 차를 벌렸다.LG는 9회초에도 이재원의 2점포 등으로 3점을 추가해 쐐기를 박았다.롯데는 9회말 김민수의 2루타 등으로 3점을 만회했으나 승부와는 무관했다.LG 선발 케이시 켈리는 6이닝을 4안타 무실점으로 막았고 주포 김현수는 4타수 3안타 4타점의 맹타를 휘둘렀다.NC 다이노스는 고척돔 방문경기에서 키움 히어로즈를 8-4로 따돌렸다.NC는 1회초 양의지의 적시타로 선취점을 뽑았으나 키움은 공수교대 후 이용규가 선두타자 초구 홈런을 날려 1-1을 만들었다.키움은 팽팽한 균형이 이어지던 6회초 선발 최원태를 내리고 ‘불펜의 핵’ 조상우를 투입하는 승부수를 띄웠으나 오히려 패착이 됐다.NC는 선두타자 양의지가 좌중간 2루타로 포문을 열었고 에런 알테어와 강진성이 각각 적시타를 날려 3-1로 앞섰다.2사 후 김기환이 우월 2점 홈런을 터뜨려 5-1로 달아나며 조상우를 강판시켰다.키움은 7회말 3루타를 친 김웅빈이 송성문의 적시타로 득점했고 8회에는 이정후가 2타점 3루타를 날려 4-5로 추격했다.하지만 NC는 9회초 나성범의 2루타와 도태훈의 적시타 등을 묶어 3득점, 8-4로 달아나며 승부를 갈랐다.<연합뉴스>기사제공 문화일보"
"164","[사진]7회 교체된 손성빈"," 2021.10.14. ","OSEN","https://sports.news.naver.com/news.nhn?oid=109&aid=0004491765","[OSEN=부산, 이대선 기자] LG 트윈스가 대승을 거뒀다. 3경기 연속 무승을 끊었다. 가을야구를 향해 가던 롯데는 3연패 수렁에 빠졌다.LG는 14일 부산 사직구장에서 열린 ‘2021 신한은행 SOL KBO리그’ 정규시즌 롯데 자이언츠와의 팀간 12차전 맞대결에서 13-3으로 대승을 거뒀다. 이로써 LG는 최근 3경기 연속 무승(2무 1패) 고리를 끊어내며 67승 52패 9무를 마크했다. 이로써 LG는 이날 KIA에 패한 삼성(70승55패8무, 승률 .56)을 제치고 승률 .563을 기록, 2위 자리를 탈환했다. 반면 롯데는 후반기 첫 3연패를 당하며 60승 66패 6무가 됐다.7회초 롯데 손성빈이 볼체인지를 요청하고 있다. 2021.10.14 /sunday@osen.co.kr기사제공 OSEN"
"165","[사진]켈리,'승리 이끌었다'"," 2021.10.14. ","OSEN","https://sports.news.naver.com/news.nhn?oid=109&aid=0004491764","[OSEN=부산, 이대선 기자] LG 트윈스가 대승을 거뒀다. 3경기 연속 무승을 끊었다. 가을야구를 향해 가던 롯데는 3연패 수렁에 빠졌다.LG는 14일 부산 사직구장에서 열린 ‘2021 신한은행 SOL KBO리그’ 정규시즌 롯데 자이언츠와의 팀간 12차전 맞대결에서 13-3으로 대승을 거뒀다. 이로써 LG는 최근 3경기 연속 무승(2무 1패) 고리를 끊어내며 67승 52패 9무를 마크했다. 이로써 LG는 이날 KIA에 패한 삼성(70승55패8무, 승률 .56)을 제치고 승률 .563을 기록, 2위 자리를 탈환했다. 반면 롯데는 후반기 첫 3연패를 당하며 60승 66패 6무가 됐다.경기 종료 후 LG 켈리가 선수들과 승리의 기쁨을 나누고 있다. 2021.10.14 /sunday@osen.co.kr기사제공 OSEN"
"166","[사진]류지현 감독,'LG 잘 싸웠다'"," 2021.10.14. ","OSEN","https://sports.news.naver.com/news.nhn?oid=109&aid=0004491763","[OSEN=부산, 이대선 기자] LG 트윈스가 대승을 거뒀다. 3경기 연속 무승을 끊었다. 가을야구를 향해 가던 롯데는 3연패 수렁에 빠졌다.LG는 14일 부산 사직구장에서 열린 ‘2021 신한은행 SOL KBO리그’ 정규시즌 롯데 자이언츠와의 팀간 12차전 맞대결에서 13-3으로 대승을 거뒀다. 이로써 LG는 최근 3경기 연속 무승(2무 1패) 고리를 끊어내며 67승 52패 9무를 마크했다. 이로써 LG는 이날 KIA에 패한 삼성(70승55패8무, 승률 .56)을 제치고 승률 .563을 기록, 2위 자리를 탈환했다. 반면 롯데는 후반기 첫 3연패를 당하며 60승 66패 6무가 됐다.경기 종료 후 LG 류지현 감독이 선수들과 승리의 기쁨을 나누고 있다. 2021.10.14 /sunday@osen.co.kr기사제공 OSEN"
"167","[사진]류지현 감독,'문성주 활약 좋았어'"," 2021.10.14. ","OSEN","https://sports.news.naver.com/news.nhn?oid=109&aid=0004491762","[OSEN=부산, 이대선 기자] LG 트윈스가 대승을 거뒀다. 3경기 연속 무승을 끊었다. 가을야구를 향해 가던 롯데는 3연패 수렁에 빠졌다.LG는 14일 부산 사직구장에서 열린 ‘2021 신한은행 SOL KBO리그’ 정규시즌 롯데 자이언츠와의 팀간 12차전 맞대결에서 13-3으로 대승을 거뒀다. 이로써 LG는 최근 3경기 연속 무승(2무 1패) 고리를 끊어내며 67승 52패 9무를 마크했다. 이로써 LG는 이날 KIA에 패한 삼성(70승55패8무, 승률 .56)을 제치고 승률 .563을 기록, 2위 자리를 탈환했다. 반면 롯데는 후반기 첫 3연패를 당하며 60승 66패 6무가 됐다.경기 종료 후 LG 류지현 감독이 선수들과 승리의 기쁨을 나누고 있다. 2021.10.14 /sunday@osen.co.kr기사제공 OSEN"
"168","'집단 슬럼프' 벗어난 kt, 두산 잡고 2.5게임 차 단독 1위(종합)"," 2021.10.14. ","연합뉴스","https://sports.news.naver.com/news.nhn?oid=001&aid=0012723384","'14안타·13득점' LG, 롯데 대파하고 2위 복귀 '멩덴 6이닝 무실점' KIA, 삼성 꺾고 2연패 탈출NC, 키움 조상우 무너뜨리고 '가을야구' 실낱 희망kt 소형준[연합뉴스 자료사진](서울=연합뉴스) 천병혁 신창용 기자 = 최근 주춤거리던 kt wiz가 껄끄러운 두산 베어스를 물리치고 가라앉았던 팀 분위기를 추슬렀다.    kt는 14일 서울 잠실구장에서 열린 2021 신한은행 SOL KBO리그 두산과 방문경기에서 선발 소형준의 호투 속에 6-2로 승리했다.    전날 2연패를 당해 2위 팀에 1.5게임 차로 쫓겼던 kt는 다시 승차를 2.5게임 차로 벌리며 선두 질주를 이어갔다.    kt는 집단 슬럼프에 빠졌던 팀 타선이 살아나는 기미를 보여 반가운 경기였다.     kt는 0-0인 2회초 2사 후 유한준과 배정대의 연속 안타에 이어 8번 타자 오윤석이 2타점 2루타를 날려 2-0으로 앞섰다.    두산은 3회말 무사 1, 3루에서 박건우의 희생플라이로 1점을 만회한 뒤 김재환의 볼넷에 이어 김인태가 좌전안타를 때려 2-2 동점을 만들었다.    그러나 kt는 4회초 다시 유한준과 배정대가 연속 안타로 득점 기회를 만들자 9번 심우준이 우전안타를 날려 다시 3-2로 리드했다.    6회초에는 배정대의 3루타와 심우준의 적시타로 1점을 보탠 kt는 7회초에도 2점을 추가, 6-2로 달아나며 승기를 잡았다.    소형준은 6회까지 7안타와 2볼넷을 허용했으나 2점만 내주고 효율적으로 막아 승리투수가 됐다.최형우 2타점 2루타(광주=연합뉴스) 조남수 기자 = 14일 광주-기아챔피언스필드에서 열린 2021 프로야구 삼성 라이온즈와 KIA 타이거즈의 경기. KIA 최형우가 3회말 무사 1, 2루에서 담장 상단을 직접 맞히는 2타점 2루타를 때리고 있다. 2021.10.14 iso64@yna.co.kr    광주에서는 KIA 타이거즈가 대니얼 멩덴과 최형우의 투타 활약에 힘입어 삼성 라이온즈를 5-2로 제압했다.    KIA는 3회말 최원준이 중전안타, 유민상은 볼넷을 고른 뒤 최형우가 우중간을 가르는 2타점 2루타를 날려 초반 기선을 잡았다.    5회말에는 선두타자로 나선 최형우가 다시 2루타를 쳤고 폭투에 이어 프레스턴 터커가 몸 맞는 공으로 나간 뒤 류지혁이 우전 적시타를 날려 3-0으로 앞섰다.    계속해 최정용의 보내기 번트로 1사 2, 3루를 만든 KIA는 김민식이 중전안타로 주자 2명을 불러들여 5-0으로 달아나며 승기를 잡았다.    7회까지 단 1안타에 그치던 삼성은 8회초 2사 1, 3루에서 구자욱의 우전안타와 상대 실책으로 2점을 만회했으나 더는 쫓아가지 못했다.    KIA 멩덴은 6이닝 동안 삼진 5개를 뽑으며 1안타 2볼넷만 허용하고 무실점으로 막아 시즌 6승(3패)째를 거뒀다.    원태인은 4⅓이닝 동안 9안타를 맞고 5실점 한 뒤 강판당했다.안타 치는 김현수[연합뉴스 자료사진]     LG 트윈스는 부산 방문경기에서 롯데 자이언츠를 13-3으로 대파하고 2위에 복귀했다.    LG는 1회초 선두타자 홍창기가 볼넷을 고른 뒤 2루 도루에 성공하자 김현수가 중전 적시타로 불러들여 가볍게 선취점을 뽑았다.    2회에는 이영빈이 볼넷, 문성주는 내야안타로 살아나간 뒤 유강남이 2타점 2루타를 날려 3-0으로 앞섰다.    6회에는 다시 1사 1, 2루의 기회를 잡은 LG는 홍창기의 2루타에 이어 김현수가 2타점 우전안타를 날려 6-0으로 달아났다.    2사 후에는 채은성이 좌월 2점 홈런을 쏘아 올려 8-0으로 점수 차를 벌렸다.    LG는 9회초에도 이재원의 2점포 등으로 3점을 추가해 쐐기를 박았다.     롯데는 9회말 김민수의 2루타 등으로 3점을 만회했으나 승부와는 무관했다.    LG 선발 케이시 켈리는 6이닝을 4안타 무실점으로 막았고 주포 김현수는 4타수 3안타 4타점의 맹타를 휘둘렀다.NC 양의지[연합뉴스 자료사진]     NC 다이노스는 고척돔 방문경기에서 키움 히어로즈를 8-4로 따돌렸다.    NC는 1회초 양의지의 적시타로 선취점을 뽑았으나 키움은 공수교대 후 이용규가 선두타자 초구 홈런을 날려 1-1을 만들었다.    키움은 팽팽한 균형이 이어지던 6회초 선발 최원태를 내리고 '불펜의 핵' 조상우를 투입하는 승부수를 띄웠으나 오히려 패착이 됐다.    NC는 선두타자 양의지가 좌중간 2루타로 포문을 열었고 에런 알테어와 강진성이 각각 적시타를 날려 3-1로 앞섰다.    2사 후 김기환이 우월 2점 홈런을 터뜨려 5-1로 달아나며 조상우를 강판시켰다.     키움은 7회말 3루타를 친 김웅빈이 송성문의 적시타로 득점했고 8회에는 이정후가 2타점 3루타를 날려 4-5로 추격했다.    하지만 NC는 9회초 나성범의 2루타와 도태훈의 적시타 등을 묶어 3득점, 8-4로 달아나며 승부를 갈랐다.     shoeless@yna.co.kr기사제공 연합뉴스"
"169","[사진]류지현 감독,'역시 우리의 에이스 켈리'"," 2021.10.14. ","OSEN","https://sports.news.naver.com/news.nhn?oid=109&aid=0004491761","[OSEN=부산, 이대선 기자] LG 트윈스가 대승을 거뒀다. 3경기 연속 무승을 끊었다. 가을야구를 향해 가던 롯데는 3연패 수렁에 빠졌다.LG는 14일 부산 사직구장에서 열린 ‘2021 신한은행 SOL KBO리그’ 정규시즌 롯데 자이언츠와의 팀간 12차전 맞대결에서 13-3으로 대승을 거뒀다. 이로써 LG는 최근 3경기 연속 무승(2무 1패) 고리를 끊어내며 67승 52패 9무를 마크했다. 이로써 LG는 이날 KIA에 패한 삼성(70승55패8무, 승률 .56)을 제치고 승률 .563을 기록, 2위 자리를 탈환했다. 반면 롯데는 후반기 첫 3연패를 당하며 60승 66패 6무가 됐다.경기 종료 후 LG 류지현 감독이 켈리와 승리의 기쁨을 나누고 있다. 2021.10.14 /sunday@osen.co.kr기사제공 OSEN"
"170","[사진]승리 이끈 김현수"," 2021.10.14. ","OSEN","https://sports.news.naver.com/news.nhn?oid=109&aid=0004491760","[OSEN=부산, 이대선 기자] LG 트윈스가 대승을 거뒀다. 3경기 연속 무승을 끊었다. 가을야구를 향해 가던 롯데는 3연패 수렁에 빠졌다.LG는 14일 부산 사직구장에서 열린 ‘2021 신한은행 SOL KBO리그’ 정규시즌 롯데 자이언츠와의 팀간 12차전 맞대결에서 13-3으로 대승을 거뒀다. 이로써 LG는 최근 3경기 연속 무승(2무 1패) 고리를 끊어내며 67승 52패 9무를 마크했다. 이로써 LG는 이날 KIA에 패한 삼성(70승55패8무, 승률 .56)을 제치고 승률 .563을 기록, 2위 자리를 탈환했다. 반면 롯데는 후반기 첫 3연패를 당하며 60승 66패 6무가 됐다.경기 종료 후 LG 김현수가 동료들과 승리의 기쁨을 나누고 있다. 2021.10.14 /sunday@osen.co.kr기사제공 OSEN"
"171","[사진]고개 숙인 롯데,'3연패 수렁'"," 2021.10.14. ","OSEN","https://sports.news.naver.com/news.nhn?oid=109&aid=0004491759","[OSEN=부산, 이대선 기자] LG 트윈스가 대승을 거뒀다. 3경기 연속 무승을 끊었다. 가을야구를 향해 가던 롯데는 3연패 수렁에 빠졌다.LG는 14일 부산 사직구장에서 열린 ‘2021 신한은행 SOL KBO리그’ 정규시즌 롯데 자이언츠와의 팀간 12차전 맞대결에서 13-3으로 대승을 거뒀다. 이로써 LG는 최근 3경기 연속 무승(2무 1패) 고리를 끊어내며 67승 52패 9무를 마크했다. 이로써 LG는 이날 KIA에 패한 삼성(70승55패8무, 승률 .56)을 제치고 승률 .563을 기록, 2위 자리를 탈환했다. 반면 롯데는 후반기 첫 3연패를 당하며 60승 66패 6무가 됐다.경기 종료 후 롯데 선수들이 관중석을 향해 인사를 하고 있다. 2021.10.14 /sunday@osen.co.kr기사제공 OSEN"
"172","[사진]LG,'완벽한 승리야'"," 2021.10.14. ","OSEN","https://sports.news.naver.com/news.nhn?oid=109&aid=0004491758","[OSEN=부산, 이대선 기자] LG 트윈스가 대승을 거뒀다. 3경기 연속 무승을 끊었다. 가을야구를 향해 가던 롯데는 3연패 수렁에 빠졌다.LG는 14일 부산 사직구장에서 열린 ‘2021 신한은행 SOL KBO리그’ 정규시즌 롯데 자이언츠와의 팀간 12차전 맞대결에서 13-3으로 대승을 거뒀다. 이로써 LG는 최근 3경기 연속 무승(2무 1패) 고리를 끊어내며 67승 52패 9무를 마크했다. 이로써 LG는 이날 KIA에 패한 삼성(70승55패8무, 승률 .56)을 제치고 승률 .563을 기록, 2위 자리를 탈환했다. 반면 롯데는 후반기 첫 3연패를 당하며 60승 66패 6무가 됐다.경기 종료 후 LG 선수들이 승리의 기쁨을 나누고 있다. 2021.10.14 /sunday@osen.co.kr기사제공 OSEN"
"173","KT, 두산 누르고 2연패 탈출...우승 향해 간다"," 2021.10.14. ","중앙일보","https://sports.news.naver.com/news.nhn?oid=025&aid=0003142507","프로야구 KT 위즈가 정규시즌 우승 확정을 위해 다시 고삐를 당기고 있다.                         14일 오후 서울 잠실야구장에서 열린 '프로야구 2021 신한은행 SOL KBO리그' kt위즈와 두산베어스의 경기 kt 선발 소형준이 6회말 힘차게 공을 던지고 있다. [뉴스1]                                                      KT는 14일 서울 잠실구장에서 열린 두산 베어스와 원정 경기에서 6-2로 이기고 2연패를 탈출했다. 이날 전까지 최근 10경기에서 3승 2무 5패로 부진했던 KT는 다시 2, 3위권인 삼성 라이온즈, LG 트윈스와 격차를 벌리기 위해 노력하고 있다.      KT 선발 소형준이 6이닝 동안 106구를 던져 안타 7개, 볼넷 2개를 허용했지만 삼진 3개를 잡고 2실점으로 호투했다. KT가 이기면서 소형준은 6승(6패)째를 챙겼다.      KT는 2회 초 2사 주자 1, 2루 득점 기회에서 오윤석의 2루 적시타로 2-0으로 앞서 갔다. 3회 말 두산에서 박건우와 박계범의 희생플라이로 2점을 뽑아 동점이 됐다.      그러나 바로 4회 초 역전했다. 1사 만루에서 황재균의 좌익수 희생플라이로 3-2로 다시 앞서 갔다. 불안한 리드를 이어가던 KT는 6회 초 1사 주자 1, 3루에서 심우준이 좌익수 앞에 떨어지는 안타를 쳐 3루주자 배정대를 홈으로 불러들였다. KT는 7회 초에도 2점을 추가해 승리에 쐐기를 박았다.      두산 선발 최원준은 5와 3분의 1이닝 동안 안타 10개, 볼넷 1개를 내주고 4실점해 패전투수가 됐다.      광주에서는 KIA 타이거즈가 삼성을 5-2로 눌렀다. KIA 선발 다니엘 멩덴은 6이닝 1피안타 2볼넷 5탈삼진 무실점으로 시즌 6승(3패)째를 챙겼다.     부산에서는 LG가 장단 14안타를 몰아쳐 롯데 자이언츠를 13-3으로 누르고 대승을 거뒀다. LG 선발 케이시 켈리가 6이닝 무실점으로 시즌 13승(6패)째를 올렸다. 타석에서는 채은성이 6회, 이재원이 9회에 각각 투런포를 쏘아올렸다.      이날 삼성이 지고 LG가 이기면서 순위가 바뀌었다. 2위로 한 계단 올라선 LG는 1위 KT와 승차가 2.5경기 차가 됐다  기사제공 중앙일보"
"174","[프로 야구] 15일 선발 투수 예고"," 2021.10.14. ","뉴스1","https://sports.news.naver.com/news.nhn?oid=421&aid=0005658700","(서울=뉴스1) = ◆잠실N C 이재학두산 박종기◆사직L G 배재준롯데 이인복◆수원KIA 최용준K T 엄상백◆대구키움 정찬헌삼성 최채흥"
"175","100명 중 97순위 '반란'…폭풍 질주에 맹타까지"," 2021.10.14. ","엑스포츠뉴스","https://sports.news.naver.com/news.nhn?oid=311&aid=0001360174","(엑스포츠뉴스 부산, 김현세 기자) LG 트윈스 문성주가 타선에 활력을 불어넣었다.문성주는 14일 부산 사직야구장에서 열린 2021 신한은행 SOL KBO리그 롯데 자이언츠와 팀 간 시즌 12차전에 7번 타자 우익수로 선발 출장해 4타수 2안타 1볼넷 2득점으로 맹활약하며 13-3 승리에 기여했다. 이날 승리로 시즌 67승(52패 8무, 승률 0.563)째를 거둔 LG는 삼성 라이온즈(69승 55패 8무, 승률 0.560)를 3리 차로 따돌리고 2위에 올랐다.울산 대현초와 포항제철중, 경북고, 강릉영동대를 졸업한 문성주는 지난 2018년 신인 드래프트에서 2차 10라운드 전체 97순위로 LG 유니폼을 입었다. 당시 10개 구단의 선택을 받은 신인 가운데 뒤에서 4번째다. 하위 라운드에서 지명받은 선수였지만 입단 첫 해 퓨처스리그에서 79경기 출전해 타율 0.352(287타수 101안타) OPS(출루율+장타율) 0.902, 4홈런 31타점 3도루로 맹활약했다. 1군에도 콜업돼 3경기를 뛰어 볼 수 있었다.지난 2년 동안 병역 의무를 이행한 문성주는 올 시즌에도 퓨처스리그에서 좋은 타격감을 뽐냈다. 46경기에 나선 그는 타율 0.303(109타수 33안타) OPS 0.790, 2홈런 17타점 2도루로 활약한 뒤 지난달 18일 1군 엔트리에 들었다. 주로 교체 출전한 지난달에는 6경기(선발 2경기)에서 9타수 2안타를 기록했는데 이달 들어서는 꾸준한 활약으로 선발 출장 기회를 늘리고 있다. 지난 7일 광주 KIA전에서는 데뷔 첫 3안타 경기를 치르며 팀의 승리를 이끌었다.앞서 류지현 감독은 문성주에 대해 ""스프링캠프 때부터 지켜 봐 온 이영빈, 문보경, 이재원과 달리 문성주는 군 복무를 마치고 합류한 선수였는데 몸도 잘 만들었고 준비를 잘 한 것 같았다""며 ""군 복무를 하기 전에도 콘택트에 장점을 보인 선수였다. 변화구 대처도 좋았다. 퓨처스리그 기록에 자연스럽게 드러났다. 이천웅과 이형종이 빠진 자리에 대타로 생각해 콜업한 선수인데, 기대보다 잘해 주고 있다. 잘 준비해 준 선수와 옆에서 도운 코치진에게도 고맙다""고 말했다.14일 사직 롯데전에서도 문성주의 활약이 돋보였다. 문성주는 1-0으로 앞선 2회 초 무사 2루에서 1, 2루 사이로 타구를 보냈는데, 불규칙적으로 튀어 오른 타구에 롯데 내야가 잠시 주춤했지만 땅볼이 될 수 있던 타구에도 이를 악문 그의 전력질주가 안타로 이어졌다. 1루에 있던 그는 다음 타자 유강남의 2루타에 두 베이스를 돌아 홈까지 파고들었다. 짧은 타구를 대한 태도만 아니라 출루와 안타 생산 능력도 훌륭했다. 3회 초에는 롯데 선발 투수 박세웅과 풀 카운트 승부에서 스트라이크존 경계를 파고든 몸쪽 공을 골라 볼넷을 만들었다. 6회 초에는 롯데 구원 투수 최영환과 볼 카운트 2볼-1스트라이크 승부에서 슬라이더, 포크볼에 이어 들어 온 직구를 받아 쳐 좌익수 앞에 떨어지는 안타로 만들었다. 문성주로부터 공격의 물꼬를 다시 틀기 시작한 LG는 이 이닝에만 5득점하며 승기를 잡았다. 이후에는 분위기를 단 한 차례도 내 주지 않고 이겼다.사진=연합뉴스"
"176","[프로야구] 전적 종합(14일)"," 2021.10.14. ","뉴스1","https://sports.news.naver.com/news.nhn?oid=421&aid=0005658698","(서울=뉴스1) = ◆잠실K T 020 101 200 | 6두산 002 000 000 | 2Δ승리투수=소형준(6승6| 6두산 002 000 000 | 2Δ승리투수=소형준(6승6패)Δ패전투수=최원준(12승3패)◆사직L G 120 005 023 | 13롯데 000 000 003 | 3Δ승리투수=켈리(13승6패)Δ패전투수=박세웅(9승9패)Δ홈런=채은성 16호(6회2점) 이재원 5호(9회2점·이상 LG)◆광주삼성 000 000 020 | 2KIA 002 030 00X | 5Δ승리투수=멩덴(6승3패) Δ세이브=정해영(5승4패27세)Δ패전투수=원태인(13승7패)◆고척N C 100 004 003 | 8키움 100 000 120 | 4Δ승리투수=신민혁(9승6패) Δ세이브=이용찬(3패11세)Δ패전투수=조상우(6승5패14세)Δ홈런=김기환 3호(6회2점·NC) 이용규 1호(1회1점·키움)"
"177","‘켈리 13승 & 13점 대폭발’ LG, 대승으로 2위 탈환…롯데 후반기 첫 3연패 [부산 리뷰]"," 2021.10.14. ","OSEN","https://sports.news.naver.com/news.nhn?oid=109&aid=0004491754","[OSEN=부산, 이대선 기자]6회말 2사 1,2루에서 LG 켈리가 롯데 전준우를 직선타 아웃으로 처리하고 박수치고 있다. 2021.10.14 /sunday@osen.co.kr[OSEN=부산, 조형래 기자] LG 트윈스가 대승을 거뒀다. 3경기 연속 무승을 끊었다. 가을야구를 향해 가던 롯데는 3연패 수렁에 빠졌다.LG는 14일 부산 사직구장에서 열린 ‘2021 신한은행 SOL KBO리그’ 정규시즌 롯데 자이언츠와의 팀간 12차전 맞대결에서 13-3으로 대승을 거뒀다. 이로써 LG는 최근 3경기 연속 무승(2무 1패) 고리를 끊어내며 67승 52패 9무를 마크했다. 이로써 LG는 이날 KIA에 패한 삼성(70승55패8무, 승률 .56)을 제치고 승률 .563을 기록, 2위 자리를 탈환했다. 반면 롯데는 후반기 첫 3연패를 당하며 60승 66패 6무가 됐다.LG는 1회부터 간단하게 선취점을 만들어냈다. 1회초 선두타자 홍창기의 볼넷, 2루 도루로 만든 무사 2루에서 김현수의 선제 적시타로 리드를 잡았다.2회에는 이영빈의 볼넷과 2루 도루, 문성주의 2루수 내야 안타로 무사 1,3루 기회를 잡았고 유강남이 우익수 방면 2타점 2루타를 때려내면서 3-0으로 달아났다.추가점을 뽑지 못하고 이닝이 지나가고 있었지만 마운드 위에는 케이시 켈리의 완벽투가 이어지고 있었다. 결국 6회초 달아나는 점수를 뽑았다. 문성주의 좌전 안타 유강남의 희생번트, 대타 김민성의 볼넷으로 1사 1,2루 기회를 잡았다. 그리고 홍창기가 좌측 담장을 직격하는 적시 2루타를 때려내면서 추가점을 뽑았다.계속된 1사 2,3루에서는 김현수가 상대 전진 수비를 뚫어내는 2타점 적시타를 쳤다. 여기서 그치지 않았다. 채은성이 롯데 이강준의 147km 투심을 걷어 올려 좌월 투런 아치를 그렸다. 시즌 16호 홈런. 점수 차는 8-0까지 벌어졌다.  [OSEN=부산, 이대선 기자]6회초 2사 2루에서 LG 채은성이 좌월 투런 홈런을 치고 김현수의 축하를 받고 있다. 2021.10.14 /sunday@osen.co.krLG는 8회초 무사 2,3루에서 김현수의 유격수 내야안타로 1점, 이후 서건창의 1루수 땅볼로 추가점을 뽑았다.이미 승부는 갈렸지만 9회 김민성의 적시타, 이재원의 투런포 등으로 3점을 더 뽑아내면서 대승을 자축했다.LG는 선발 켈리가 54경기 연속 5이닝 이상 투구 기록을 이어가면서 6이닝 무실점 역투로 시즌 13승 째를 거뒀다. 타선은 13안타로 13득점을 뽑았다. 김현수가 3안타 4타점으로 맹타를 휘둘렀다. 채은성도 쐐기포를 터뜨렸다.롯데는 토종 에이스 박세웅이 4이닝 3실점으로 조기에 무너졌고 팀 타선은 침묵했다. 그러다 9회 무사 만루에서 김민수의 2타점 2루타로 2점을 만회했고 이어진 2사 만루에서 장두성의 밀어내기 볼넷으로 1점을 만회했지만 그 뿐이었다. /jhrae@osen.co.kr기사제공 OSEN"
